Lemma,POS,P4 Occurrences,P5 Occurrences
当てる,Verb,6,17
アップ-up,Noun,6,7
取り,Noun,6,14
仮名,Noun,6,23
座,Noun,6,3
探る,Verb,6,26
ヒック,Noun,6,0
商売,Noun,6,4
発想,Noun,6,19
押さえる,Verb,6,7
ホーム-home,Noun,6,21
マン-man,Noun,6,5
特捜,Noun,6,3
青い,い-Adjective,6,10
小,Prefix,6,15
草,Suffix,6,4
からかう,Verb,6,5
移る,Verb,6,4
指名,Noun,6,52
ミツオ,Noun,6,0
傷,Noun,6,9
負う,Verb,6,4
醤油,Noun,6,2
祝う,Verb,6,1
健康,Noun,6,9
耐える,Verb,6,15
後輩,Noun,6,10
諺,Noun,6,2
ホテル-hotel,Noun,6,8
土産,Noun,6,9
サイズ-size,Noun,6,4
膝,Noun,6,1
専門,Noun,6,14
大人びる,Verb,6,1
手柄,Noun,6,8
人体,Noun,6,1
瞬間,Noun,6,2
ロマン-roman,Noun,6,0
検査,Noun,6,14
ネット-net,Noun,6,93
自我,Noun,6,0
控える,Verb,6,22
眼差し,Noun,6,2
メロン-melon,Noun,6,2
住所,Noun,6,4
末,Suffix,6,10
自習,Noun,6,3
大会,Noun,6,18
確実,な-Adjective,6,37
プディング-pudding,Noun,6,1
覆う,Verb,6,5
背中,Noun,6,3
縁,Noun,6,21
どっきり,Noun,6,4
政治,Noun,6,48
惑わす,Verb,6,1
心当たり,Noun,6,19
いいえ,Interjection,6,7
トラック-truck,Noun,6,0
日記,Noun,6,5
弱音,Noun,6,3
化,Suffix,6,72
吸う,Verb,6,7
取り組む,Verb,6,1
グ,Noun,6,15
入院,Noun,6,3
警護,Noun,6,0
味方,Noun,6,30
基本,Noun,6,19
猫,Noun,6,49
ショック-shock,Noun,6,6
語源,Noun,6,0
レール-rail,Noun,6,2
石,Noun,6,4
俯く,Verb,6,0
鬼,Suffix,6,9
土地,Noun,6,4
溢れる,Verb,6,15
曖昧,な-Adjective,6,14
裏切る,Verb,6,10
単なる,Adnominal,6,3
暮れ,Noun,6,1
突き合わせる,Verb,6,1
以下,Noun,6,12
穏やか,な-Adjective,6,2
作り,Noun,6,20
瞑る,Verb,6,1
魂,Noun,6,6
戦闘,Noun,6,32
臼,Noun,6,0
ソブエ,Noun,6,0
粗々,Adverb,6,1
完璧,Noun,6,14
玉,Noun,6,38
ナカヤマ,Noun,6,0
七夕,Noun,6,0
曙,Noun,6,0
フランス-France,Noun,6,3
氷原,Noun,6,0
ドル-dollar,Noun,6,0
円,Noun,6,97
交感,Noun,6,0
副,Prefix,6,3
長,Suffix,6,30
割る,Verb,6,4
燥ぐ,Verb,6,2
保育,Noun,6,0
園,Suffix,6,3
演ずる,Verb,6,3
卒業,Noun,6,10
ぐちゃぐちゃ,な-Adjective,6,0
バス-bus,Noun,6,1
溜める,Verb,6,11
思い詰める,Verb,6,3
センリ,Noun,6,0
清掃,Noun,6,5
喪服,Noun,6,0
網,Noun,6,1
傘,Noun,6,10
タケシ,Noun,6,2
橘,Noun,6,0
滴,Noun,6,1
玩具,Noun,6,6
グラウンド-ground,Noun,6,0
看病,Noun,6,0
完成,Noun,6,14
胡麻,Noun,6,1
米俵,Noun,6,0
正に,Adverb,5,23
すか,Adverb,5,2
退屈,Noun,5,14
雄,Noun,5,4
当たり,Noun,5,11
帯,Suffix,5,4
張り出す,Verb,5,2
終日,Noun,5,1
居心地,Noun,5,3
演歌,Noun,5,1
歌手,Noun,5,0
事態,Noun,5,12
愛人,Noun,5,0
アナウンサー-announcer,Noun,5,0
路,Suffix,5,2
説教,Noun,5,16
飛ばす,Verb,5,4
期,Noun,5,10
リアル-real,Noun,5,8
食らう,Verb,5,6
会議,Noun,5,26
至急,Noun,5,0
下校,Noun,5,1
机,Noun,5,11
八十,Noun,5,2
観光,Noun,5,4
早退,Noun,5,0
孵る,Verb,5,1
本日,Noun,5,61
本格,Noun,5,14
流行る,Verb,5,15
自転,Noun,5,0
食い物,Noun,5,9
太る,Verb,5,4
店長,Noun,5,8
節介,Noun,5,4
午前,Noun,5,4
幼稚,な-Adjective,5,4
ひひひ,Interjection,5,0
夕食,Noun,5,2
アピール-appeal,Noun,5,16
ぶら下がる,Verb,5,0
強化,Noun,5,7
金持ち,Noun,5,5
確定,Noun,5,10
新,Prefix,5,21
矢鱈,Adverb,5,7
薄い,い-Adjective,5,4
漏れる,Verb,5,5
止め,Noun,5,21
怠い,い-Adjective,5,3
気象,Noun,5,5
他人事,Noun,5,7
好き勝手,な-Adjective,5,6
言い切る,Verb,5,10
ぐずぐず,Adverb,5,6
武器,Noun,5,16
出,Suffix,5,3
間近,な-Adjective,5,6
はっ,Interjection,5,21
いざ,Interjection,5,8
いやはや,Interjection,5,4
怒鳴る,Verb,5,1
囲む,Verb,5,9
くくく,Interjection,5,22
生まれ,Noun,5,2
過ぎ-時間,Suffix,5,5
退く,Verb,5,13
心強い,い-Adjective,5,10
力強い,い-Adjective,5,3
入り口,Noun,5,32
土日,Noun,5,1
限る,Verb,5,21
三角,Noun,5,0
おー,Interjection,5,12
早め,な-Adjective,5,26
クラブ-club,Noun,5,5
やや,Adverb,5,4
両方,Noun,5,2
警官,Noun,5,7
扉,Noun,5,105
魔術,Noun,5,1
考え事,Noun,5,9
城,Noun,5,37
麩,Noun,5,1
殿,Suffix,5,82
着く,Verb,5,13
増す,Verb,5,6
ペース-pace,Noun,5,15
猶,Conjunction,5,4
益々,Adverb,5,11
上がり,Noun,5,1
足取り,Noun,5,2
野次馬,Noun,5,0
連休,Noun,5,8
雌,Noun,5,6
強制,Noun,5,15
ア,Code,5,15
ぷっ,Interjection,5,1
ジュース-juice,Noun,5,2
病欠,Noun,5,0
擦る,Verb,5,0
開放,Noun,5,1
違,Noun,5,7
毎度,Noun,5,7
オレ-Ole,Noun,5,3
恨み,Noun,5,3
早々,Noun,5,5
匂う,Verb,5,6
昼休み,Noun,5,7
手作り,Noun,5,3
見知り,Noun,5,2
組む,Verb,5,3
恋人,Noun,5,17
案外,Adverb,5,13
付き合い,Noun,5,6
ゲ,Code,5,8
遅く,Noun,5,6
入り,Noun,5,4
逸れる,Verb,5,2
闇雲,な-Adjective,5,3
嘗める,Verb,5,19
めろ,Noun,5,0
情けない,い-Adjective,5,4
おら,Interjection,5,4
拾う,Verb,5,26
捜索,Noun,5,2
買い出し,Noun,5,0
張り,Suffix,5,2
一二,Noun,5,0
人参,Noun,5,0
出し,Noun,5,14
合図,Noun,5,4
ぐっ,Adverb,5,11
げほ,Adverb,5,2
真顔,Noun,5,1
込める,Verb,5,5
説得,Noun,5,15
取り柄,Noun,5,0
日数,Noun,5,11
デビュー-debut,Noun,5,2
略,Adverb,5,7
丑,Noun,5,16
押し掛ける,Verb,5,1
真ん中,Noun,5,8
人手,Noun,5,4
踏む,Verb,5,11
ストーカー-stalker,Noun,5,18
引き受ける,Verb,5,9
イメージ-image,Noun,5,9
見張る,Verb,5,8
企画,Noun,5,5
放題,Noun,5,15
防ぐ,Verb,5,9
鈍る,Verb,5,8
此の世,Noun,5,4
独りぼっち,Noun,5,0
わし,Pronoun,5,1
ヌ,Code,5,17
下がる,Verb,5,13
オオ,Noun,5,3
キュ,Code,5,3
野放し,Noun,5,4
勿体,Noun,5,18
千,Noun,5,0
アイス-ice,Noun,5,1
証し,Noun,5,8
アイ-eye,Noun,5,9
ざわつく,Verb,5,0
勝ち,Noun,5,39
しょっちゅう,Adverb,5,1
手分け,Noun,5,8
伏せる,Verb,5,3
周囲,Noun,5,14
余裕,Noun,5,76
堂々,Adverb,5,19
酢,Noun,5,1
マスコット-mascot,Noun,5,2
見掛ける,Verb,5,14
結論,Noun,5,7
突き止める,Verb,5,16
方角,Noun,5,1
感覚,Noun,5,11
きもい,い-Adjective,5,3
きっちり,Adverb,5,7
仕舞い,Noun,5,7
打ち上げ,Noun,5,12
散る,Verb,5,3
全力,Noun,5,19
表わす,Verb,5,10
漕ぎ着ける,Verb,5,2
夏,Noun,5,38
思い付き,Noun,5,1
メーン-main,Noun,5,8
憎い,い-Adjective,5,2
学園,Noun,5,34
機会,Noun,5,30
精,Noun,5,3
ばい,Particle,5,2
昼,Noun,5,26
冷える,Verb,5,4
命令,Noun,5,11
いっそ,Adverb,5,8
横,Noun,5,10
知識,Noun,5,18
戸,Noun,5,0
辰巳,Noun,5,0
マスク-mask,Noun,5,10
責める,Verb,5,8
浮かれる,Verb,5,10
改造,Noun,5,3
成す,Verb,5,17
叶える,Verb,5,3
がっつり,Adverb,5,2
×,Auxiliary Symbol,5,14
根拠,Noun,5,4
提出,Noun,5,3
辞退,Noun,5,0
ナッツ-nuts,Noun,5,0
登場,Noun,5,7
恐ろしい,い-Adjective,5,8
純粋,な-Adjective,5,4
賞品,Noun,5,0
精々,Adverb,5,12
有り難い,い-Adjective,5,20
舞台,Noun,5,5
一室,Noun,5,0
驕り,Noun,5,1
寝起き,Noun,5,0
ソロ-solo,Noun,5,0
化け,Noun,5,2
熱,Noun,5,6
冬,Noun,5,6
気候,Noun,5,1
悲しむ,Verb,5,14
整理,Noun,5,18
未遂,Noun,5,7
肝心,な-Adjective,5,10
救い,Noun,5,2
正義,Noun,5,47
不良,Noun,5,7
ガス-gas,Noun,5,4
含む,Verb,5,3
さっぱり,Adverb,5,6
放置,Noun,5,14
向け,Suffix,5,2
許可,Noun,5,15
使命,Noun,5,1
分かり合う,Verb,5,4
呆れる,Verb,5,10
筋,Noun,5,12
疑問,Noun,5,3
黄泉,Noun,5,0
生む,Verb,5,15
封筒,Noun,5,1
弱る,Verb,5,5
満たす,Verb,5,4
特徴,Noun,5,3
熱心,な-Adjective,5,4
万全,Noun,5,8
乗り越える,Verb,5,6
欲する,Verb,5,6
ぶつかる,Verb,5,1
エリザベス-Elizabeth,Noun,5,0
ノーマル-normal,な-Adjective,5,0
プレーヤー-player,Noun,5,12
兄貴,Noun,5,2
顔色,Noun,5,1
パイ-pie,Noun,5,0
ツ,Code,5,2
メソポタミア-Mesopotamia,Noun,5,0
夕飯,Noun,5,0
金曜,Noun,5,1
緑色,Noun,5,0
めんどい,い-Adjective,5,9
任せ,Noun,5,2
親指,Noun,5,0
定,Prefix,5,2
ザ-the,Noun,5,0
ルサンチマン-ressentiment,Noun,5,0
優秀,な-Adjective,5,9
万葉,Noun,5,0
暁,Noun,5,3
馴染む,Verb,5,1
アンデス-Andes,Noun,5,0
小春,Noun,5,0
キリスト-Christ,Noun,5,0
ジャージー-jersey,Noun,5,1
ホッキョク,Noun,5,0
アルゼンチン-Argentina,Noun,5,0
色素,Noun,5,0
並べる,Verb,5,3
ドッジ-外国,Noun,5,0
量,Noun,5,9
運,Noun,5,28
気遣う,Verb,5,5
もじもじ,Adverb,5,0
尖る,Verb,5,0
曲,Noun,5,7
リクエスト-request,Noun,5,2
噛み締める,Verb,5,2
アドレス-address,Noun,5,1
満つ,Verb,5,0
対等,な-Adjective,5,8
封書,Noun,5,0
言い訳,Noun,5,9
散歩,Noun,5,16
グループ-group,Noun,5,3
坊主,Noun,5,7
犬,Noun,5,7
手入れ,Noun,5,4
焦げる,Verb,5,1
時計,Noun,5,6
裏側,Noun,5,3
鏡,Suffix,5,4
安泰,Noun,5,1
整備,Noun,5,0
条,Noun,5,2
製薬,Noun,5,0
命日,Noun,5,1
最期,Noun,5,3
演奏,Noun,5,0
ごっこ,Noun,5,8
ブロークン-broken,な-Adjective,5,8
煮込む,Verb,5,0
焼き肉,Noun,5,0
ビシソワーズ-vichyssoise,Noun,5,0
菠薐,Noun,5,0
生姜,Noun,5,0
屋台,Noun,5,0
鴨の嘴,Noun,5,0
位置,Noun,4,12
課する,Verb,4,4
節目,Noun,4,0
申す,Verb,4,1
初めまして,Interjection,4,1
スタンド-stand,Noun,4,3
海外,Noun,4,20
宅,Noun,4,2
応ずる,Verb,4,7
争う,Verb,4,6
地方,Noun,4,4
言わば,Adverb,4,2
恋愛,Noun,4,10
全校,Noun,4,2
うむ,Interjection,4,28
サイレン-siren,Noun,4,1
何々,Pronoun,4,0
ＤＶＤ,Noun,4,0
放送,Noun,4,14
賭け,Noun,4,12
ばっさり,Adverb,4,2
余所,Noun,4,11
目当て,Noun,4,7
けえ,Interjection,4,2
ギコ,Noun,4,0
貢献,Noun,4,6
続報,Noun,4,14
髪,Noun,4,5
最新,Noun,4,5
差さる,Verb,4,1
止す,Verb,4,4
痛み,Noun,4,3
限界,Noun,4,9
ロープ-rope,Noun,4,3
異様,な-Adjective,4,3
恒例,Noun,4,1
ハート-heart,Noun,4,9
直前,Noun,4,4
宿泊,Noun,4,0
運転,Noun,4,6
嚔,Noun,4,0
環境,Noun,4,15
どす,Auxiliary Verb,4,2
知らせ,Noun,4,7
校,Suffix,4,0
姿勢,Noun,4,20
毒物,Noun,4,0
目茶,Adverb,4,4
見当,Noun,4,11
潜る,Verb,4,7
ハナ,Noun,4,5
バン-van,Noun,4,22
グミ-gummi,Noun,4,0
アア,Noun,4,3
役立つ,Verb,4,19
曇る,Verb,4,2
景色,Noun,4,9
見直す,Verb,4,2
此方側,Noun,4,1
上等,Noun,4,4
ちゅ,Adverb,4,5
使い,Noun,4,8
板長,Noun,4,0
未明,Noun,4,0
皿,Noun,4,2
日常,Noun,4,3
導く,Verb,4,15
見事,な-Adjective,4,24
覚醒,Noun,4,5
従う,Verb,4,13
仮面,Noun,4,65
宿る,Verb,4,1
退ける,Verb,4,4
コ,Code,4,6
彼方側,Noun,4,0
樹,Suffix,4,1
出歩く,Verb,4,10
セール-sale,Noun,4,2
鉄板,Noun,4,3
詰める,Verb,4,2
接触,Noun,4,3
最大,Noun,4,11
ばむ,Suffix,4,2
複数,Noun,4,13
署内,Noun,4,0
突く,Verb,4,22
直後,Noun,4,3
忠告,Noun,4,7
迫る,Verb,4,29
恐れる,Verb,4,7
正しく,Adverb,4,2
育つ,Verb,4,19
師,Suffix,4,11
制御,Noun,4,38
一面,Noun,4,0
闇,Noun,4,22
押し付ける,Verb,4,3
賛成,Noun,4,8
全国,Noun,4,9
腫れる,Verb,4,0
本音,Noun,4,8
きゅん,Adverb,4,3
外れ,Suffix,4,13
引き続く,Verb,4,12
誇り,Noun,4,2
半端,Noun,4,2
団欒,Noun,4,0
チャンネル-channel,Noun,4,22
ゴールデン-golden,Noun,4,3
ウイーク-week,Noun,4,3
阻止,Noun,4,9
歩き回る,Verb,4,0
解明,Noun,4,8
予測,Noun,4,3
ちょっぴり,Adverb,4,2
具,Noun,4,2
ごと,Suffix,4,7
カップ-cup,Noun,4,3
ナ,Code,4,36
又々,Adverb,4,2
動かす,Verb,4,32
重機,Noun,4,0
切り上げる,Verb,4,6
合流,Noun,4,26
決め付ける,Verb,4,7
破る,Verb,4,8
尚更,Adverb,4,1
像,Noun,4,37
ギャグ-gag,Noun,4,2
モン,Code,4,2
単語,Noun,4,9
エベレスト-Everest,Noun,4,0
カメラ-camera,Noun,4,22
オーライ-all right,Noun,4,3
或いは,Conjunction,4,7
ちび,Noun,4,2
入学,Noun,4,4
尾行,Noun,4,1
ターゲット-target,Noun,4,108
済み,Suffix,4,20
同,Noun,4,12
何奴,Pronoun,4,11
性別,Noun,4,0
明く,Verb,4,3
拒絶,Noun,4,0
生憎,な-Adjective,4,9
思い込み,Noun,4,1
布,Noun,4,0
足し,Noun,4,5
真っ暗,な-Adjective,4,2
身体,Noun,4,13
合同,Noun,4,0
梅雨,Noun,4,5
手品,Noun,4,1
輪,Noun,4,2
小指,Noun,4,0
ワン-one,Noun,4,8
片栗粉,Noun,4,0
べた,Noun,4,4
物体,Noun,4,0
オオヤ,Noun,4,45
厄介,Noun,4,22
激しい,い-Adjective,4,7
潜水,Noun,4,0
艦,Noun,4,0
七,Noun,4,2
気絶,Noun,4,0
塞ぐ,Verb,4,7
貸し,Noun,4,2
かっと,Adverb,4,2
飛び出す,Verb,4,2
じろじろ,Adverb,4,1
満更,Adverb,4,1
報う,Verb,4,3
櫛,Noun,4,0
コメント-comment,Noun,4,7
記者,Noun,4,14
美,Noun,4,21
でか,Noun,4,3
深夜,Noun,4,2
連れ,Suffix,4,9
腰,Noun,4,4
幸い,Adverb,4,4
聞き込み,Noun,4,12
羽目,Noun,4,1
チーズ-cheese,Noun,4,2
重ねる,Verb,4,4
うんと,Interjection,4,1
眩しい,い-Adjective,4,2
惚ける,Verb,4,2
交わす,Verb,4,5
無茶,Noun,4,20
以来,Noun,4,6
一部,Noun,4,17
術,Noun,4,15
晒す,Verb,4,9
燃える,Verb,4,10
叱る,Verb,4,7
着ぐるみ,Noun,4,0
初,Noun,4,9
クール-cool,な-Adjective,4,3
メンバー-member,Noun,4,44
ランバー-lumber,Noun,4,0
負け,Noun,4,26
大騒ぎ,Noun,4,9
凹む,Verb,4,3
時期,Noun,4,44
種類,Noun,4,7
仕切る,Verb,4,3
本屋,Noun,4,6
調査,Noun,4,52
どうこう,Adverb,4,3
当分,Adverb,4,2
ン,Code,4,9
ツー-to,Noun,4,2
和,Noun,4,2
魚,Noun,4,15
とばっちり,Noun,4,1
刑,Noun,4,5
ハ,Code,4,58
償う,Verb,4,13
ぱあ,Adverb,4,2
シーズン-season,Noun,4,1
代表,Noun,4,13
焼ける,Verb,4,2
商品,Noun,4,34
見当たる,Verb,4,6
慰める,Verb,4,0
ぶっ,Adverb,4,4
鑑定,Noun,4,2
科学,Noun,4,1
コピー-copy,Noun,4,0
ちびっこ,Noun,4,0
行き先,Noun,4,3
ロケ-location,Noun,4,0
私立,Noun,4,0
程,Noun,4,5
生き物,Noun,4,2
作文,Noun,4,0
配る,Verb,4,7
シティー-city,Noun,4,0
オ,Code,4,5
看板,Noun,4,2
ラブ-love,Noun,4,4
貸し切る,Verb,4,0
戦,Suffix,4,48
抱き付く,Verb,4,0
ハイ-high,Noun,4,25
櫓,Noun,4,11
ノー-no,Noun,4,8
青春,Noun,4,2
根,Noun,4,9
現,Prefix,4,4
追い詰める,Verb,4,26
飽くまで,Adverb,4,17
小説,Noun,4,3
捏ねる,Verb,4,2
有りの侭,Noun,4,0
道端,Noun,4,1
例外,Noun,4,3
況して,Adverb,4,1
嬢,Noun,4,2
計画,Noun,4,18
成り立ち,Noun,4,0
スイッチ-switch,Noun,4,49
並ぶ,Verb,4,12
行事,Noun,4,0
肝,Noun,4,5
ムード-mood,Noun,4,5
五,Noun,4,8
奇数,Noun,4,0
開催,Noun,4,7
始まり,Noun,4,4
美しい,い-Adjective,4,11
泣かす,Verb,4,5
煽る,Verb,4,9
贔屓,Noun,4,1
六,Noun,4,4
驚き,Noun,4,6
肌,Noun,4,2
敢えて,Adverb,4,15
じょー,Adverb,4,1
披露,Noun,4,1
早,Prefix,4,9
コウザイ,Noun,4,0
棚卸し,Noun,4,0
細い,い-Adjective,4,5
裏返し,Noun,4,6
戻す,Verb,4,23
切れ,Noun,4,11
新聞,Noun,4,3
至る,Verb,4,11
解放,Noun,4,14
どの道,Adverb,4,4
絞る,Verb,4,10
使用,Noun,4,25
運送,Noun,4,0
到頭,Adverb,4,1
隙,Noun,4,20
言い聞かせる,Verb,4,0
汚い,い-Adjective,4,6
見舞い,Noun,4,7
スーパー-super,Noun,4,5
有害,な-Adjective,4,0
成分,Noun,4,0
大勢,Noun,4,12
果たして,Adverb,4,13
覚める,Verb,4,16
機,Noun,4,44
窓,Noun,4,14
土壇場,Noun,4,1
散々,Adverb,4,7
嵌まる,Verb,4,9
頼り無い,い-Adjective,4,2
呪い,Noun,4,14
女神,Noun,4,0
連れ戻す,Verb,4,0
繋ぐ,Verb,4,8
遠ざける,Verb,4,4
考え直す,Verb,4,9
禁止,Noun,4,12
ロビー-lobby,Noun,4,0
町中,Noun,4,8
零す,Verb,4,0
把握,Noun,4,8
紛れる,Verb,4,5
加える,Verb,4,10
身辺,Noun,4,0
奇跡,Noun,4,8
理屈,Noun,4,8
談,Noun,4,1
マスター-master,Noun,4,16
統べる,Verb,4,0
虚構,Noun,4,0
叶う,Verb,4,22
後押し,Noun,4,0
足掻く,Verb,4,5
了解,Noun,4,34
回り,Noun,4,0
奇遇,Noun,4,5
臆病,Noun,4,2
深める,Verb,4,27
糸,Noun,4,2
震わせる,Verb,4,0
独特,な-Adjective,4,3
時価,Noun,4,7
病,Noun,4,2
バッグ-bag,Noun,4,1
明け方,Noun,4,0
なり,Particle,4,10
念,Noun,4,19
秋,Noun,4,6
木曜,Noun,4,1
パパ-papa,Noun,4,1
得手,Noun,4,2
週,Noun,4,1
講習,Noun,4,5
サチコ,Noun,4,0
パーツ-parts,Noun,4,2
中国,Noun,4,0
神聖,Noun,4,3
コンドウ,Noun,4,0
ポーズ-pause,Noun,4,1
王族,Noun,4,0
教育,Noun,4,25
伝達,Noun,4,0
不定,Noun,4,0
部首,Noun,4,0
悪法,Noun,4,0
ソクラテス-Sokrates,Noun,4,0
アンニュイ-ennui,Noun,4,0
カキノモト,Noun,4,0
ヒトマロ,Noun,4,0
はる,Auxiliary Verb,4,3
ライン-line,Noun,4,2
なんちゃって,Interjection,4,2
季語,Noun,4,0
人類,Noun,4,9
マゼラン-Magellan,Noun,4,0
－,Auxiliary Symbol,4,10
ルイ-Louis,Noun,4,0
結核,Noun,4,0
菌,Noun,4,1
チリ-Chile,Noun,4,0
懸賞,Noun,4,8
罪人,Noun,4,4
刑場,Noun,4,0
’,Auxiliary Symbol,4,0
ビフォー-before,Noun,4,0
順,Noun,4,1
フィフティー-fifty,Noun,4,0
酸素,Noun,4,1
消費,Noun,4,6
頬杖,Noun,4,0
目標,Noun,4,10
憤慨,Noun,4,0
迎え,Noun,4,0
沢庵,Noun,4,0
ぽつぽつ,Adverb,4,0
嘘吐き,Noun,4,4
野菜,Noun,4,12
高台,Noun,4,0
鳥,Noun,4,9
真下,Noun,4,1
串,Noun,4,0
片付く,Verb,4,23
独り暮らし,Noun,4,5
頼み込む,Verb,4,0
呟く,Verb,4,2
従業,Noun,4,13
走り去る,Verb,4,0
親友,Noun,4,5
不足,Noun,4,17
あは,Interjection,4,2
見下す,Verb,4,11
見返す,Verb,4,2
殴り合う,Verb,4,0
イチハラ,Noun,4,0
けじめ,Noun,4,4
光る,Verb,4,18
食堂,Noun,4,2
ギョーザ,Noun,4,0
アミ,Noun,4,0
手芸,Noun,4,0
墓参り,Noun,4,3
磨き,Noun,4,5
ばった,Adverb,4,0
話し込む,Verb,4,0
定食,Noun,4,0
コーン-corn,Noun,4,1
ケイタ,Noun,4,0
張り付ける,Verb,4,1
染み込む,Verb,4,0
侵入,Noun,4,41
燃やす,Verb,4,1
文章,Noun,4,3
陀羅,Noun,4,0
盗む,Verb,4,70
堅持,Noun,4,0
下左,Noun,4,0
マイナス-minus,Noun,4,0
ダイスケ,Noun,4,2
さり気無い,い-Adjective,4,0
預ける,Verb,4,11
帰宅,Noun,4,0
義務,Noun,4,5
成果,Noun,4,9
伝言,Noun,4,3
再来,Prefix,4,1
シュー-chou,Noun,4,2
クリーム-cream,Noun,4,1
冷蔵,Noun,4,19
庫,Suffix,4,24
葉書,Noun,4,0
喉,Noun,4,8
カンニング-cunning,Noun,4,0
ユミ,Noun,4,0
夢中,な-Adjective,4,3
ミナミ,Noun,4,0
茹でる,Verb,4,0
友,Noun,4,3
フェロモン-pheromone,Noun,4,1
お好み焼き,Noun,4,0
肉じゃが,Noun,4,2
強火,Noun,4,0
豚カツ,Noun,4,0
塩,Noun,4,6
ハンバーグ-hamburg,Noun,4,1
タツタ,Noun,4,0
揚げ,Suffix,4,1
塗す,Verb,4,0
金平,Noun,4,0
茶巾,Noun,4,0
ズシ,Noun,4,0
和え,Suffix,4,0
鍋,Noun,4,4
焼き魚,Noun,4,1
カリフォルニア-California,Noun,4,0
ロール-roll,Noun,4,0
角煮,Noun,4,0
捗る,Verb,4,11
福引き,Noun,4,0
セント-saint,Noun,4,0
タ,Code,4,5
占い,Noun,3,69
災難,Noun,3,2
酔い,Noun,3,3
ほれ,Interjection,3,4
目眩,Noun,3,4
姉貴,Noun,3,0
気楽,な-Adjective,3,4
西,Noun,3,1
出演,Noun,3,2
目玉,Noun,3,5
河川,Noun,3,0
敷,Suffix,3,0
都市,Noun,3,3
反抗,Noun,3,6
刻む,Verb,3,3
クッソ-kousso,Noun,3,2
技,Noun,3,9
バイト代,Noun,3,0
割れる,Verb,3,7
うろうろ,Adverb,3,4
民家,Noun,3,0
現在,Noun,3,41
周辺,Noun,3,2
地域,Noun,3,0
見込み,Noun,3,8
報ずる,Verb,3,1
ぶら下げる,Verb,3,0
印,Noun,3,2
自,Noun,3,7
分かち,Noun,3,0
扱う,Verb,3,13
生前,Noun,3,0
レポーター-reporter,Noun,3,0
吊るす,Verb,3,1
ＣＭ,Noun,3,0
電源,Noun,3,13
区別,Noun,3,2
吸い込む,Verb,3,2
疎い,い-Adjective,3,2
カンフー,Noun,3,1
種,Noun,3,2
広がる,Verb,3,16
碑,Noun,3,10
漏らす,Verb,3,1
建物,Noun,3,20
スカーフ-scarf,Noun,3,0
目下,Noun,3,4
てん,Particle,3,1
ヤング-young,Noun,3,0
方々,Noun,3,2
味わう,Verb,3,13
義理,Noun,3,3
撮影,Noun,3,8
括弧,Noun,3,4
捜し出す,Verb,3,4
目茶苦茶,Noun,3,5
入り込む,Verb,3,4
叩く,Verb,3,17
老人,Noun,3,19
蘇る,Verb,3,2
そっくり,な-Adjective,3,0
感動,Noun,3,5
取り繕う,Verb,3,0
うんざり,Adverb,3,5
快適,Noun,3,1
わっ,Adverb,3,2
帰り道,Noun,3,0
軒,Noun,3,15
高級,Noun,3,17
露天,Noun,3,0
画像,Noun,3,7
濃霧,Noun,3,0
今宵,Noun,3,0
ワイルド-wild,な-Adjective,3,2
異なる,Verb,3,7
満ちる,Verb,3,2
伸ばす,Verb,3,8
如何に,Adverb,3,7
物語,Noun,3,10
縺れ,Noun,3,0
疑い,Noun,3,16
形跡,Noun,3,0
ガイ-guy,Noun,3,1
バック-back,Noun,3,9
刀,Noun,3,0
偽,Noun,3,6
床,Noun,3,24
揉める,Verb,3,3
アット-at,Noun,3,2
試練,Noun,3,6
力添え,Noun,3,1
掴み取る,Verb,3,1
右手,Noun,3,2
脳,Noun,3,7
ぴったり,な-Adjective,3,3
内面,Noun,3,0
手放す,Verb,3,3
立て直す,Verb,3,2
安全,Noun,3,17
しくじる,Verb,3,0
向き,Suffix,3,5
ポジション-position,Noun,3,1
任す,Verb,3,9
楽勝,Noun,3,9
判断,Noun,3,20
晴れ間,Noun,3,4
裏表,Noun,3,0
惚れる,Verb,3,7
オーバー-over,Noun,3,4
サプライズ-surprise,Noun,3,3
ゲスト-guest,Noun,3,9
再,Prefix,3,9
連れ出す,Verb,3,0
真っ平,Adverb,3,0
伝統,Noun,3,0
込む,Verb,3,3
独り言,Noun,3,1
賑やか,な-Adjective,3,3
チャイム-chime,Noun,3,0
戦力,Noun,3,6
食欲,Noun,3,4
そそる,Verb,3,2
御宅,Pronoun,3,0
がっちり,Adverb,3,0
工夫,Noun,3,0
警備,Noun,3,40
屈託,Noun,3,0
寿司,Noun,3,34
柄,Noun,3,1
日頃,Noun,3,11
行い,Noun,3,9
長話,Noun,3,7
バイク-bike,Noun,3,4
教わる,Verb,3,16
レッスン-lesson,Noun,3,2
十,Noun,3,4
オリンポス-Olympos,Noun,3,0
道路,Noun,3,2
だち,Noun,3,7
脅かす,Verb,3,4
児,Suffix,3,6
荒い,い-Adjective,3,7
目星,Noun,3,3
印象,Noun,3,6
澄む,Verb,3,0
校門,Noun,3,13
対応,Noun,3,45
捲り,Suffix,3,4
張り込み,Noun,3,3
一切,Noun,3,4
張り込む,Verb,3,0
終了,Noun,3,21
間際,Noun,3,2
髪の毛,Noun,3,4
見失う,Verb,3,4
分かれる,Verb,3,4
全,Prefix,3,20
動転,Noun,3,0
現象,Noun,3,3
当,Noun,3,15
